env_ID,reference_ID,continent,country,region,site_year_ID,EDH35_total,Label_of_control_treatment,Label_of_N_addition_treatment,N_rate,region_N_label,N_rate_cluster,mean_c,sd_c,n_c,mean_t,sd_t,n_t,lnRR,Effect,AEN,Nc,q05,q95,keep
2016_01_01__7.77_35.57,232,Africa,Tanzania,East Africa,741,0,N0,N100,100,RN,100_200,0.974667442,0.635996972,3,2.048732558,1.144805023,3,0.742880289,110.1981117,10.74065116,-81.100673022995,0.1249129257,1.25624785795,True
2016_12_09__7.77_35.57,232,Africa,Tanzania,East Africa,742,0,N0,N100,100,RN,100_200,2.296639535,1.176606282,3,4.545686047,0.890354676,3,0.682731679,97.92771037,22.49046512,-81.100673022995,0.1249129257,1.25624785795,True
2016_12_09__7.77_35.57,232,Africa,Tanzania,East Africa,742,0,N0,N150,150,RN,100_200,2.296639535,1.176606282,3,4.385093023,0.826812579,3,0.646763857,90.9351884,13.92302325,-31.100673022995,0.1249129257,1.25624785795,True
2015_12_10__8.92_33.52,232,Africa,Tanzania,East Africa,743,0,N0,N100,100,RN,100_200,1.31844186,0.792916748,3,2.6735,0.60263284,3,0.706937845,102.7772389,13.5505814,-81.100673022995,0.1249129257,1.25624785795,True
2015_12_10__8.92_33.52,232,Africa,Tanzania,East Africa,743,0,N0,N150,150,RN,100_200,1.31844186,0.792916748,3,4.522976744,0.666054096,3,1.232719718,243.0546982,21.36356589,-31.100673022995,0.1249129257,1.25624785795,True
2016_12_14__8.92_33.52,232,Africa,Tanzania,East Africa,744,0,N0,N100,100,RN,100_200,2.032593023,0.15858335,3,4.651162791,0.697774794,3,0.827804922,128.8290247,26.18569768,-81.100673022995,0.1249129257,1.25624785795,True
2016_12_14__8.92_33.52,232,Africa,Tanzania,East Africa,744,0,N0,N150,150,RN,100_200,2.032593023,0.15858335,3,4.815965116,0.919799539,3,0.862624135,136.9370091,18.55581395,-31.100673022995,0.1249129257,1.25624785795,True
2019_04_25_35.47_104.73,233,Asia,China,Northwest China,745,0,N0,N200,200,RN,200_300,4.14599,0.30342066,3,11.854,0.758638254,3,1.050523761,185.9148237,38.54005,18.899326977005,0.1249129257,1.25624785795,True
2020_04_25_35.47_104.73,233,Asia,China,Northwest China,746,0,N0,N200,200,RN,200_300,4,0.657417205,3,10.5401,1.365548857,3,0.96889267,163.5025,32.7005,18.899326977005,0.1249129257,1.25624785795,True
2021_04_25_35.47_104.73,233,Asia,China,Northwest China,747,0,N0,N200,200,RN,200_300,3.41606,0.30342066,3,8.72993,1.213699962,3,0.938269511,155.555523,26.56935,18.899326977005,0.1249129257,1.25624785795,True
2014_05_01_43.34_124.06,234,Asia,China,Northeast China,748,0.11724,N0,N168,168,RN,100_200,5.741,,3,11.629,,3,0.705868567,102.5605295,35.04761905,-13.100673022995,0.096776351,1.1064629539,True
2014_05_01_43.34_124.06,234,Asia,China,Northeast China,748,0.11724,N0,N168,168,RN,100_200,8.605,,3,13.485,,3,0.449234527,56.71121441,29.04761905,-13.100673022995,0.096776351,1.1064629539,True
2015_05_05_43.34_124.06,234,Asia,China,Northeast China,749,0,N0,N168,168,RN,100_200,3.445,,3,10.126,,3,1.078182469,193.9332366,39.76785714,-13.100673022995,0.1249129257,1.25624785795,True
2015_05_05_43.34_124.06,234,Asia,China,Northeast China,749,0,N0,N168,168,RN,100_200,7.576,,3,12.35,,3,0.488670707,63.01478353,28.41666667,-13.100673022995,0.1249129257,1.25624785795,True
2018_05_10_40.98_122.73,235,Asia,China,Northeast China,750,62.97121,N0,N192,192,RN,100_200,5.36,0.65,3,10.28,0.45,3,0.651236285,91.79104478,25.625,10.899326977005,0.07061749765,1.28912060785,True
2018_05_10_40.98_122.73,235,Asia,China,Northeast China,750,62.97121,N0,N192,192,RN,100_200,4.97,1.37,3,9.05,0.36,3,0.599344918,82.09255533,21.25,10.899326977005,0.07061749765,1.28912060785,True
2019_05_10_40.98_122.73,235,Asia,China,Northeast China,751,1.79646,N0,N192,192,RN,100_200,5.78,0.82,3,12.43,0.32,3,0.765709223,115.0519031,34.63541667,10.899326977005,0.07061749765,1.28912060785,True
2019_05_10_40.98_122.73,235,Asia,China,Northeast China,751,1.79646,N0,N192,192,RN,100_200,4.2,0.61,3,11.29,0.3,3,0.988832853,168.8095238,36.92708333,10.899326977005,0.07061749765,1.28912060785,True
2020_05_10_40.98_122.73,235,Asia,China,Northeast China,752,0,N0,N192,192,RN,100_200,5.76,1.24,3,10.94,0.57,3,0.641488322,89.93055556,26.97916667,10.899326977005,0.1249129257,1.25624785795,True
2020_05_10_40.98_122.73,235,Asia,China,Northeast China,752,0,N0,N192,192,RN,100_200,4.23,0.65,3,8.9,1.14,3,0.743849284,110.4018913,24.32291667,10.899326977005,0.1249129257,1.25624785795,True
2008_06_14_36.97_117.98,236,Asia,China,North China Plain,753,7.68084,N0,N240,240,RN,200_300,6.6,0.155884573,3,8.9,0.08660254,3,0.298981628,34.84848485,9.583333333,58.899326977005,0.096776351,1.1064629539,True
2009_06_14_36.97_117.98,236,Asia,China,North China Plain,754,110.55997,N0,N240,240,RN,200_300,5,0.277128129,3,6.2,0.121243557,3,0.21511138,24,5,58.899326977005,0.096776351,1.1064629539,True
2010_06_14_36.97_117.98,236,Asia,China,North China Plain,755,53.49155,N0,N240,240,RN,200_300,5.1,0.225166605,3,8.1,0.034641016,3,0.462623522,58.82352941,12.5,58.899326977005,0.096776351,1.1064629539,True
2011_06_14_36.97_117.98,236,Asia,China,North China Plain,756,8.98965,N0,N240,240,RN,200_300,6.6,0.034641016,3,8.9,0.155884573,3,0.298981628,34.84848485,9.583333333,58.899326977005,0.096776351,1.1064629539,True
2013_04_27_27.87_83.54,237,Asia,Nepal,South Asia,757,7.72396,N0,N60,60,RN,0_100,2.724,,7,4.383,,7,0.475632033,60.9030837,27.65,-121.100673022995,0.096776351,1.1064629539,True
2013_04_27_27.87_83.54,237,Asia,Nepal,South Asia,757,7.72396,N0,N120,120,RN,100_200,2.724,,7,5.9,,7,0.772850963,116.5932452,26.46666667,-61.100673022995,0.096776351,1.1064629539,True
2013_04_27_27.87_83.54,237,Asia,Nepal,South Asia,757,7.72396,N0,N60,60,RN,0_100,2.654,,7,3.509,,7,0.279263161,32.21552374,14.25,-121.100673022995,0.096776351,1.1064629539,True
2013_04_27_27.87_83.54,237,Asia,Nepal,South Asia,757,7.72396,N0,N120,120,RN,100_200,2.654,,7,4.929,,7,0.619068192,85.71966843,18.95833333,-61.100673022995,0.096776351,1.1064629539,True
2013_04_27_27.87_83.54,237,Asia,Nepal,South Asia,757,7.72396,N0,N60,60,RN,0_100,2.91,,7,5.131,,7,0.567147491,76.32302405,37.01666667,-121.100673022995,0.096776351,1.1064629539,True
2013_04_27_27.87_83.54,237,Asia,Nepal,South Asia,757,7.72396,N0,N120,120,RN,100_200,2.91,,7,6.324,,7,0.776198838,117.3195876,28.45,-61.100673022995,0.096776351,1.1064629539,True
2013_04_27_27.87_83.54,237,Asia,Nepal,South Asia,757,7.72396,N0,N60,60,RN,0_100,2.741,,7,4.617,,7,0.521422326,68.44217439,31.26666667,-121.100673022995,0.096776351,1.1064629539,True
2013_04_27_27.87_83.54,237,Asia,Nepal,South Asia,757,7.72396,N0,N120,120,RN,100_200,2.741,,7,5.321,,7,0.663338438,94.1262313,21.5,-61.100673022995,0.096776351,1.1064629539,True
2021_05_04_46.75_122.78,238,Asia,China,Northwest China,758,0,N0,N225,225,RN,200_300,10.26,0.467653718,3,12.25,0.225166605,3,0.177273097,19.3957115,8.844444444,43.899326977005,0.1249129257,1.25624785795,True
2021_05_04_46.75_122.78,238,Asia,China,Northwest China,758,0,N0,N225,225,RN,200_300,10.26,0.467653718,3,13.23,0.45033321,3,0.254234138,28.94736842,13.2,43.899326977005,0.1249129257,1.25624785795,True
2021_05_04_46.75_122.78,238,Asia,China,Northwest China,758,0,N0,N225,225,RN,200_300,10.26,0.467653718,3,12.84,0.190525589,3,0.224312459,25.14619883,11.46666667,43.899326977005,0.1249129257,1.25624785795,True
2022_05_09_46.75_122.78,238,Asia,China,Northwest China,758,0,N0,N225,225,RN,200_300,9.43,0.415692194,3,11.74,0.53693575,3,0.219105718,24.49628844,10.26666667,43.899326977005,0.1249129257,1.25624785795,True
2022_05_09_46.75_122.78,238,Asia,China,Northwest China,758,0,N0,N225,225,RN,200_300,9.43,0.415692194,3,12.89,0.554256258,3,0.31255572,36.69141039,15.37777778,43.899326977005,0.1249129257,1.25624785795,True
2022_05_09_46.75_122.78,238,Asia,China,Northwest China,758,0,N0,N225,225,RN,200_300,9.43,0.415692194,3,12.38,0.467653718,3,0.272186171,31.28313892,13.11111111,43.899326977005,0.1249129257,1.25624785795,True
2010_04_22_35.2_107.67,240,Asia,China,Northwest China,763,2.00686,N0,N160,160,RN,100_200,3.7957,0.556333713,5,5.5873,0.520333018,5,0.386627318,47.20077983,11.1975,-21.100673022995,0.096776351,1.1064629539,True
2010_04_22_35.2_107.67,240,Asia,China,Northwest China,763,2.00686,N0,N160,160,RN,100_200,3.4072,0.435586042,5,6.5155,1.010031905,5,0.648293114,91.2274008,19.426875,-21.100673022995,0.096776351,1.1064629539,True
2011_04_26_35.2_107.67,240,Asia,China,Northwest China,764,2.49109,N0,N160,160,RN,100_200,3.6271,0.588309485,5,5.4954,0.433126367,5,0.415477948,51.50947038,11.676875,-21.100673022995,0.096776351,1.1064629539,True
2011_04_26_35.2_107.67,240,Asia,China,Northwest China,764,2.49109,N0,N160,160,RN,100_200,3.3307,0.502444475,5,6.6459,0.777480836,5,0.690817631,99.53463236,20.72,-21.100673022995,0.096776351,1.1064629539,True
2012_04_21_35.2_107.67,240,Asia,China,Northwest China,765,0,N0,N160,160,RN,100_200,3.7114,0.673727282,5,5.7785,0.826227118,5,0.44273497,55.69596379,12.919375,-21.100673022995,0.1249129257,1.25624785795,True
2012_04_21_35.2_107.67,240,Asia,China,Northwest China,765,0,N0,N160,160,RN,100_200,3.3568,0.519214984,5,6.4857,0.571091761,5,0.658611614,93.210796,19.555625,-21.100673022995,0.1249129257,1.25624785795,True
2013_06_06_36.37_51.22,242,Asia,Iran,South Asia,770,0,N0,N150,150,RN,100_200,2.36,,3,5.2459,,3,0.7987852,122.2838983,19.23933333,-31.100673022995,0.1249129257,1.25624785795,True
2013_06_06_36.37_51.22,242,Asia,Iran,South Asia,770,0,N0,N150,150,RN,100_200,2.85246,,3,5.2459,,3,0.609265039,83.90792509,15.95626667,-31.100673022995,0.1249129257,1.25624785795,True
2010_04_13_32.42__85.88,243,North America,USA,North America_Rainfed,771,112.00579,N0,N168,168,RN,100_200,1.775741935,,5,6.112129032,,5,1.236056836,244.2014243,25.81182796,-13.100673022995,0.07061749765,1.28912060785,True
2010_03_29_30.53__87.87,243,North America,USA,North America_Rainfed,772,3.75954,N0,N168,168,RN,100_200,3.025806452,,5,8.625806452,,5,1.047580809,185.0746268,33.33333333,-13.100673022995,0.07061749765,1.28912060785,True
2010_03_29_30.53__87.87,243,North America,USA,North America_Rainfed,772,3.75954,N0,N224,224,RN,200_300,3.025806452,,5,8.941935484,,5,1.083574411,195.522388,26.41129032,42.899326977005,0.07061749765,1.28912060785,True
2010_04_02_34.68__86.88,243,North America,USA,North America_Rainfed,773,23.6977,N0,N168,168,RN,100_200,5.487096774,,5,9.687096774,,5,0.568395476,76.54320988,25,-13.100673022995,0.07061749765,1.28912060785,True
2010_04_02_34.68__86.88,243,North America,USA,North America_Rainfed,773,23.6977,N0,N224,224,RN,200_300,5.487096774,,5,10.09354839,,5,0.609497152,83.95061734,20.56451614,42.899326977005,0.07061749765,1.28912060785,True
2011_04_07_32.42__85.88,243,North America,USA,North America_Rainfed,774,124.74131,N0,N168,168,RN,100_200,1.783870968,,5,4.177419355,,5,0.850907973,134.1772152,14.24731183,-13.100673022995,0.096776351,1.1064629539,True
2011_04_07_32.42__85.88,243,North America,USA,North America_Rainfed,774,124.74131,N0,N224,224,RN,200_300,1.783870968,,5,2.822580645,,5,0.458865885,58.22784807,4.637096772,42.899326977005,0.096776351,1.1064629539,True
2011_04_07_34.68__86.88,243,North America,USA,North America_Rainfed,775,3.81742,N0,N168,168,RN,100_200,2.709677419,,5,6.503225806,,5,0.875468737,140,22.58064516,-13.100673022995,0.07061749765,1.28912060785,True
2011_04_07_34.68__86.88,243,North America,USA,North America_Rainfed,775,3.81742,N0,N224,224,RN,200_300,2.709677419,,5,7.60516129,,5,1.03199754,180.6666667,21.85483871,42.899326977005,0.07061749765,1.28912060785,True
2012_03_27_32.42__85.88,243,North America,USA,North America_Rainfed,776,166.79922,N0,N168,168,RN,100_200,5.753548387,,5,7.243870968,,5,0.230338952,25.90266877,8.870967744,-13.100673022995,0.07061749765,1.28912060785,True
2012_03_27_32.42__85.88,243,North America,USA,North America_Rainfed,776,166.79922,N0,N224,224,RN,200_300,5.753548387,,5,6.774193548,,5,0.163303551,17.73940345,4.556451612,42.899326977005,0.07061749765,1.28912060785,True
2012_03_27_32.42__85.88,243,North America,USA,North America_Rainfed,776,166.79922,N0,N168,168,RN,100_200,4.15483871,,5,6.593548387,,5,0.461818045,58.69565216,14.51612903,-13.100673022995,0.07061749765,1.28912060785,True
2012_03_27_32.42__85.88,243,North America,USA,North America_Rainfed,776,166.79922,N0,N224,224,RN,200_300,4.15483871,,5,5.539483871,,5,0.287627723,33.32608695,6.181451612,42.899326977005,0.07061749765,1.28912060785,True
2012_04_02_34.68__86.88,243,North America,USA,North America_Rainfed,778,31.83148,N0,N168,168,RN,100_200,5.64516129,,5,10.38709677,,5,0.609765571,83.99999994,28.22580643,-13.100673022995,0.096776351,1.1064629539,True
2012_04_02_34.68__86.88,243,North America,USA,North America_Rainfed,778,31.83148,N0,N224,224,RN,200_300,5.64516129,,5,10.65806452,,5,0.635518068,88.80000008,22.37903228,42.899326977005,0.096776351,1.1064629539,True
2016_05_17_43.64__80.41,244,North America,Canada,North America_Rainfed,779,0,N0,N188,188,RN,100_200,5.441333333,0.291038748,4,10.584,0.958717659,4,0.665319298,94.51114924,27.35460993,6.89932697700505,0.1249129257,1.25624785795,True
2016_05_17_43.64__80.41,244,North America,Canada,North America_Rainfed,779,0,N0,N230,230,RN,200_300,5.441333333,0.291038748,4,11.536,1.190683459,4,0.751448452,112.0068611,26.49855073,48.899326977005,0.1249129257,1.25624785795,True
2017_05_11_43.64__80.41,244,North America,Canada,North America_Rainfed,780,0,N0,N188,188,RN,100_200,5.065638667,0.635214827,4,11.35267,0.45395966,4,0.806972735,124.1113263,33.44165603,6.89932697700505,0.1249129257,1.25624785795,True
2017_05_11_43.64__80.41,244,North America,Canada,North America_Rainfed,780,0,N0,N230,230,RN,200_300,5.065638667,0.635214827,4,11.44628333,0.267544819,4,0.815184853,125.9593327,27.74193332,48.899326977005,0.1249129257,1.25624785795,True
2015_04_30_37.3_106.03,245,Asia,China,Northwest China,781,10.75606,N0,N200,200,RN,200_300,6.3,,4,10.3,,4,0.491594262,63.49206349,20,18.899326977005,0.07061749765,1.28912060785,True
2015_04_30_37.3_106.03,245,Asia,China,Northwest China,781,10.75606,N0,N200,200,RN,200_300,6,,4,9.6,,4,0.470003629,60,18,18.899326977005,0.07061749765,1.28912060785,True
2015_04_30_37.3_106.03,245,Asia,China,Northwest China,781,10.75606,N0,N200,200,RN,200_300,5.6,,4,7.5,,4,0.292136423,33.92857143,9.5,18.899326977005,0.07061749765,1.28912060785,True
2016_05_01_37.3_106.03,245,Asia,China,Northwest China,782,0.73698,N0,N200,200,RN,200_300,6.7,,4,10.1,,4,0.410427897,50.74626866,20,18.899326977005,0.07061749765,1.28912060785,True
2016_05_01_37.3_106.03,245,Asia,China,Northwest China,782,0.73698,N0,N200,200,RN,200_300,6.1,,4,9.8,,4,0.474093614,60.6557377,18.5,18.899326977005,0.07061749765,1.28912060785,True
2016_05_01_37.3_106.03,245,Asia,China,Northwest China,782,0.73698,N0,N200,200,RN,200_300,5.3,,4,7.9,,4,0.399155939,49.05660377,9,18.899326977005,0.07061749765,1.28912060785,True
2014_06_15_34.2_108.12,246,Asia,China,Northwest China,783,0,N0,N172,172,RN,100_200,7.837,,4,9.338,,4,0.175235988,19.15273702,8.726744186,-9.10067302299495,0.1249129257,1.25624785795,True
2015_06_15_34.2_108.12,246,Asia,China,Northwest China,784,0,N0,N172,172,RN,100_200,7.275,,4,8.763,,4,0.186094499,20.45360825,8.651162791,-9.10067302299495,0.1249129257,1.25624785795,True
2016_06_14_34.2_108.12,246,Asia,China,Northwest China,785,0.40944,N0,N172,172,RN,100_200,7.295,,4,8.866,,4,0.195034554,21.53529815,9.13372093,-9.10067302299495,0.07061749765,1.28912060785,True
2012_10_19__27.87__50.3,247,South America,Brazil,South America,786,0,N0,N125,125,RN,100_200,7.062,,4,11.051,,4,0.447792624,56.4854149,31.912,-56.100673022995,0.1249129257,1.25624785795,True
2013_10_19__27.87__50.3,247,South America,Brazil,South America,786,0,N0,N125,125,RN,100_200,9.393,,4,12.244,,4,0.26507129,30.35239008,22.808,-56.100673022995,0.1249129257,1.25624785795,True
2009_08_01_31.42_73.07,250,Asia,Pakistan,South Asia,793,860.17842,N0,N75,75,RN,0_100,3.83,,3,5.59,,3,0.378114484,45.95300261,23.46666667,-106.100673022995,0.096776351,1.1064629539,True
2009_08_01_31.42_73.07,250,Asia,Pakistan,South Asia,793,860.17842,N0,N150,150,RN,100_200,3.83,,3,6.94,,3,0.594436971,81.20104439,20.73333333,-31.100673022995,0.096776351,1.1064629539,True
2009_08_01_31.42_73.07,250,Asia,Pakistan,South Asia,793,860.17842,N0,N75,75,RN,0_100,3.57,,3,5.63,,3,0.455543846,57.70308123,27.46666667,-106.100673022995,0.096776351,1.1064629539,True
2009_08_01_31.42_73.07,250,Asia,Pakistan,South Asia,793,860.17842,N0,N150,150,RN,100_200,3.57,,3,6.44,,3,0.589962944,80.39215686,19.13333333,-31.100673022995,0.096776351,1.1064629539,True
2010_08_02_31.42_73.07,250,Asia,Pakistan,South Asia,794,110.63501,N0,N75,75,RN,0_100,3.98,,3,5.73,,3,0.364433711,43.96984925,23.33333333,-106.100673022995,0.096776351,1.1064629539,True
2010_08_02_31.42_73.07,250,Asia,Pakistan,South Asia,794,110.63501,N0,N150,150,RN,100_200,3.98,,3,7.06,,3,0.573163232,77.38693467,20.53333333,-31.100673022995,0.096776351,1.1064629539,True
2010_08_02_31.42_73.07,250,Asia,Pakistan,South Asia,794,110.63501,N0,N75,75,RN,0_100,3.62,,3,5.77,,3,0.466198055,59.39226519,28.66666667,-106.100673022995,0.096776351,1.1064629539,True
2010_08_02_31.42_73.07,250,Asia,Pakistan,South Asia,794,110.63501,N0,N150,150,RN,100_200,3.62,,3,6.61,,3,0.602109628,82.59668508,19.93333333,-31.100673022995,0.096776351,1.1064629539,True
2020_06_21_2.48_101.71,252,Asia,Malaysia,South Asia,797,0,N0,N140,140,RN,100_200,4.862666667,0.376,4,8.353333333,0.664,4,0.541073676,71.78502877,24.93333333,-41.100673022995,0.1249129257,1.25624785795,True
2020_06_21_2.48_101.71,252,Asia,Malaysia,South Asia,797,0,N0,N140,140,RN,100_200,4.862666667,0.376,4,9.322133333,0.718,4,0.650804517,91.70825334,31.85333333,-41.100673022995,0.1249129257,1.25624785795,True
2020_06_21_2.48_101.71,252,Asia,Malaysia,South Asia,797,0,N0,N140,140,RN,100_200,4.862666667,0.376,4,10.60266667,0.918,4,0.779518558,118.0422265,41.00000002,-41.100673022995,0.1249129257,1.25624785795,True
2020_06_21_2.48_101.71,252,Asia,Malaysia,South Asia,797,0,N0,N70,70,RN,0_100,4.862666667,0.376,4,7.6272,0.588,4,0.450133821,56.85220728,39.49333333,-111.100673022995,0.1249129257,1.25624785795,True
2020_06_21_2.48_101.71,252,Asia,Malaysia,South Asia,797,0,N0,N70,70,RN,0_100,4.862666667,0.376,4,8.843333333,0.726,4,0.598076895,81.8618042,56.86666666,-111.100673022995,0.1249129257,1.25624785795,True
2020_11_03_2.48_101.71,252,Asia,Malaysia,South Asia,797,0,N0,N140,140,RN,100_200,5.3508,0.274,4,8.238533333,0.722,4,0.431576252,53.96825396,20.62666666,-41.100673022995,0.1249129257,1.25624785795,True
2020_11_03_2.48_101.71,252,Asia,Malaysia,South Asia,797,0,N0,N140,140,RN,100_200,5.3508,0.274,4,9.162533333,0.788,4,0.537876623,71.2366998,27.22666666,-41.100673022995,0.1249129257,1.25624785795,True
2020_11_03_2.48_101.71,252,Asia,Malaysia,South Asia,797,0,N0,N140,140,RN,100_200,5.3508,0.274,4,10.1528,0.818,4,0.640503447,89.74358974,34.3,-41.100673022995,0.1249129257,1.25624785795,True
2020_11_03_2.48_101.71,252,Asia,Malaysia,South Asia,797,0,N0,N70,70,RN,0_100,5.3508,0.274,4,8.1676,0.59,4,0.422929026,52.6425955,40.24,-111.100673022995,0.1249129257,1.25624785795,True
2020_11_03_2.48_101.71,252,Asia,Malaysia,South Asia,797,0,N0,N70,70,RN,0_100,5.3508,0.274,4,8.376666667,0.506,4,0.44820398,56.54979941,43.22666667,-111.100673022995,0.1249129257,1.25624785795,True
2019_06_14_36.2_116.9,253,Asia,China,North China Plain,798,2.65826,N0,N180,180,RN,100_200,9.04,,3,10.689,,3,0.167556001,18.24115044,9.161111111,-1.10067302299495,0.096776351,1.1064629539,True
2019_06_14_36.2_116.9,253,Asia,China,North China Plain,798,2.65826,N0,N240,240,RN,200_300,9.04,,3,11.048,,3,0.200590242,22.21238938,8.366666667,58.899326977005,0.096776351,1.1064629539,True
2009_04_23_35.47_108.47,254,Asia,China,Northwest China,799,0,N0,N200,200,RN,200_300,9.935483871,,4,11.83225806,,4,0.174716957,19.09090905,9.483870945,18.899326977005,0.1249129257,1.25624785795,True
2010_04_27_35.47_108.47,254,Asia,China,Northwest China,800,0,N0,N200,200,RN,200_300,4.787096774,,4,12.01290323,,4,0.920057215,150.9433963,36.12903228,18.899326977005,0.1249129257,1.25624785795,True
2011_04_28_35.47_108.47,254,Asia,China,Northwest China,801,0,N0,N200,200,RN,200_300,5.961290323,,4,12.10322581,,4,0.708185058,103.0303031,30.70967744,18.899326977005,0.1249129257,1.25624785795,True
1997_05_03_40_115,255,Asia,China,North China Plain,802,0,N0,N225,225,RN,200_300,8.843,,3,10.349,,3,0.157263711,17.03041954,6.693333333,43.899326977005,0.1249129257,1.25624785795,True
2016_06_15_35.96_117.11,256,Asia,China,North China Plain,803,0,N0,N184.5,184.5,RN,100_200,9.823,0.256170314,3,13.334,0.4295486,3,0.30559059,35.74264481,19.0298103,3.39932697700505,0.1249129257,1.25624785795,True
2017_06_15_35.96_117.11,256,Asia,China,North China Plain,804,0,N0,N184.5,184.5,RN,100_200,9.206,0.420888346,3,12.711,0.495366531,3,0.322612315,38.07299587,18.99728997,3.39932697700505,0.1249129257,1.25624785795,True
2018_06_15_35.96_117.11,256,Asia,China,North China Plain,805,15.5956,N0,N184.5,184.5,RN,100_200,9.17,0.285788383,3,13.006,0.40703194,3,0.349473503,41.83206107,20.79132791,3.39932697700505,0.096776351,1.1064629539,True
2011_05_13_40.49__87,257,North America,USA,North America_Rainfed,807,34.47173,N0,N202,202,RN,200_300,3.44186,1.367158205,6,11.0233,0.797308911,6,1.163999191,220.2715973,37.53188119,20.899326977005,0.07061749765,1.28912060785,True
2002_05_22_45__73.93,258,North America,Canada,North America_Rainfed,809,0,N0,N180,180,RN,100_200,2.1371,,3,5.48387,,3,0.942361286,156.603341,18.59316667,-1.10067302299495,0.1249129257,1.25624785795,True
2003_05_23_45__73.93,258,North America,Canada,North America_Rainfed,810,0,N0,N180,180,RN,100_200,3.3871,,3,6.69355,,3,0.681170278,97.61890703,18.36916667,-1.10067302299495,0.1249129257,1.25624785795,True
2001_05_01_45__73.93,258,North America,Canada,North America_Rainfed,811,0.8019,N0,N180,180,RN,100_200,1.20968,,3,2.25806,,3,0.624150176,86.66589511,5.824333333,-1.10067302299495,0.07061749765,1.28912060785,True
2002_05_22_45__73.93,258,North America,Canada,North America_Rainfed,812,0,N0,N180,180,RN,100_200,1.93548,,3,5.32258,,3,1.01160279,175.0005167,18.81722222,-1.10067302299495,0.1249129257,1.25624785795,True
2003_05_23_45__73.93,258,North America,Canada,North America_Rainfed,813,0,N0,N180,180,RN,100_200,2.8629,,3,7.90323,,3,1.01543644,176.0567956,28.00183333,-1.10067302299495,0.1249129257,1.25624785795,True
2014_04_28_36.03_104.42,259,Asia,China,Northwest China,815,0,N0,N150,150,RN,100_200,1.720930233,,3,2.061627907,,3,0.180630939,19.79729727,2.271317827,-31.100673022995,0.1249129257,1.25624785795,True
2015_04_23_36.03_104.42,259,Asia,China,Northwest China,816,0,N0,N150,150,RN,100_200,0.808139535,,3,1.459302326,,3,0.590979006,80.57553959,4.341085273,-31.100673022995,0.1249129257,1.25624785795,True
2015_04_23_36.03_104.42,259,Asia,China,Northwest China,816,0,N0,N150,150,RN,100_200,3.580232558,,3,7.903488372,,3,0.791876469,120.7534914,28.82170543,-31.100673022995,0.1249129257,1.25624785795,True
2016_04_21_36.03_104.42,259,Asia,China,Northwest China,817,0,N0,N150,150,RN,100_200,3.663953488,,3,6.662790698,,3,0.597995668,81.84703272,19.99224807,-31.100673022995,0.1249129257,1.25624785795,True
2017_04_18_36.03_104.42,259,Asia,China,Northwest China,818,0,N0,N150,150,RN,100_200,0.568604651,,3,0.862790698,,3,0.416986754,51.73824141,1.961240313,-31.100673022995,0.1249129257,1.25624785795,True
2017_04_18_36.03_104.42,259,Asia,China,Northwest China,818,0,N0,N150,150,RN,100_200,2.886046512,,3,7.403488372,,3,0.942063714,156.5269943,30.11627907,-31.100673022995,0.1249129257,1.25624785795,True
2018_04_23_36.03_104.42,259,Asia,China,Northwest China,819,0,N0,N150,150,RN,100_200,2.708139535,,3,6.018604651,,3,0.798593566,122.2413053,22.06976744,-31.100673022995,0.1249129257,1.25624785795,True
2008_04_26_45.38__93.88,260,North America,USA,North America_Rainfed,820,0,N0,N179,179,RN,100_200,3.612903226,,4,11.47096774,,4,1.155307632,217.4999999,43.89980175,-2.10067302299495,0.1249129257,1.25624785795,True
2009_04_25_45.38__93.88,260,North America,USA,North America_Rainfed,821,0,N0,N179,179,RN,100_200,5.238709677,,4,12.28387097,,4,0.852211875,134.4827587,39.35844298,-2.10067302299495,0.1249129257,1.25624785795,True
2009_04_25_45.38__93.88,260,North America,USA,North America_Rainfed,821,0,N0,N224,224,RN,200_300,5.238709677,,4,11.92258065,,4,0.822358913,127.586207,29.8387097,42.899326977005,0.1249129257,1.25624785795,True
2008_04_26_44.7__92.78,260,North America,USA,North America_Rainfed,822,0,N0,N168,168,RN,100_200,8.309677419,,4,15.71612903,,4,0.637266722,89.13043476,44.08602149,-13.100673022995,0.1249129257,1.25624785795,True
2008_04_26_44.7__92.78,260,North America,USA,North America_Rainfed,822,0,N0,N202,202,RN,200_300,8.309677419,,4,15.80645161,,4,0.642997397,90.21739128,37.11274352,20.899326977005,0.1249129257,1.25624785795,True
2008_04_26_44.7__92.78,260,North America,USA,North America_Rainfed,822,0,N0,N235,235,RN,200_300,8.309677419,,4,15.26451613,,4,0.608110138,83.69565219,29.59505834,53.899326977005,0.1249129257,1.25624785795,True
2009_04_25_44.68__92.83,260,North America,USA,North America_Rainfed,823,0,N0,N168,168,RN,100_200,4.967741935,,4,12.73548387,,4,0.941426705,156.3636364,46.23655914,-13.100673022995,0.1249129257,1.25624785795,True
2009_04_25_44.68__92.83,260,North America,USA,North America_Rainfed,823,0,N0,N202,202,RN,200_300,4.967741935,,4,12.28387097,,4,0.905321701,147.2727273,36.21846057,20.899326977005,0.1249129257,1.25624785795,True
